Team,TeamID,Season,Points,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,Games,Target
Wichita St,1455,2014,74.93939393939394,24.727272727272727,54.09090909090909,6.848484848484849,19.727272727272727,18.636363636363637,25.575757575757574,11.878787878787879,26.727272727272727,13.363636363636363,10.454545454545455,6.848484848484849,5.121212121212121,16.90909090909091,33.0,1
Arizona,1112,2015,76.44117647058823,26.705882352941178,54.55882352941177,5.0588235294117645,14.058823529411764,17.970588235294116,25.705882352941178,10.823529411764707,26.41176470588235,14.205882352941176,11.205882352941176,7.176470588235294,3.588235294117647,17.91176470588235,34.0,1
Arkansas,1116,2015,78.02941176470588,27.41176470588235,61.26470588235294,6.676470588235294,19.058823529411764,16.529411764705884,22.823529411764707,13.0,22.764705882352942,16.147058823529413,11.735294117647058,7.764705882352941,4.764705882352941,18.970588235294116,34.0,1
Butler,1139,2015,69.5625,24.28125,55.34375,5.75,16.0625,15.25,22.4375,12.1875,24.53125,11.5,11.375,6.375,2.9375,17.625,32.0,1
Cincinnati,1153,2015,62.375,22.375,49.40625,5.03125,15.09375,12.59375,18.6875,10.96875,23.25,11.875,12.78125,6.5625,5.4375,14.65625,32.0,1
Georgetown,1207,2015,70.70967741935483,24.193548387096776,53.225806451612904,5.838709677419355,16.806451612903224,16.483870967741936,23.483870967741936,11.193548387096774,23.93548387096774,13.161290322580646,12.64516129032258,7.741935483870968,4.903225806451613,20.193548387096776,31.0,1
Georgia St,1209,2015,70.625,25.4375,53.5625,4.6875,14.71875,15.0625,20.5625,9.375,23.21875,13.21875,10.6875,8.90625,4.25,18.4375,32.0,1
Kentucky,1246,2015,74.91176470588235,25.970588235294116,55.411764705882355,5.4411764705882355,15.558823529411764,17.529411764705884,24.264705882352942,12.911764705882353,25.264705882352942,14.705882352941176,10.617647058823529,6.5588235294117645,6.882352941176471,17.029411764705884,34.0,1
NC State,1301,2015,70.39393939393939,24.848484848484848,56.81818181818182,6.636363636363637,18.393939393939394,14.06060606060606,20.575757575757574,12.121212121212121,25.727272727272727,11.606060606060606,10.515151515151516,3.9696969696969697,5.303030303030303,17.636363636363637,33.0,1
North Carolina,1314,2015,77.91428571428571,29.114285714285714,61.25714285714286,4.771428571428571,13.82857142857143,14.914285714285715,21.314285714285713,13.942857142857143,27.085714285714285,17.742857142857144,12.685714285714285,6.6571428571428575,4.4,19.285714285714285,35.0,1
Notre Dame,1323,2015,78.82352941176471,27.794117647058822,54.5,8.264705882352942,21.058823529411764,14.970588235294118,20.235294117647058,8.323529411764707,24.441176470588236,15.117647058823529,9.382352941176471,6.882352941176471,3.5588235294117645,14.205882352941176,34.0,1
Ohio St,1326,2015,75.81818181818181,27.757575757575758,57.15151515151515,6.818181818181818,18.333333333333332,13.484848484848484,19.87878787878788,11.272727272727273,24.575757575757574,15.424242424242424,11.303030303030303,7.787878787878788,5.090909090909091,16.03030303030303,33.0,1
UAB,1412,2015,68.0909090909091,23.696969696969695,55.36363636363637,5.484848484848484,16.545454545454547,15.212121212121213,20.575757575757574,11.727272727272727,24.424242424242426,14.151515151515152,13.757575757575758,6.575757575757576,5.242424242424242,17.87878787878788,33.0,1
UCLA,1417,2015,72.0,25.727272727272727,58.39393939393939,6.212121212121212,17.09090909090909,14.333333333333334,21.21212121212121,12.303030303030303,25.666666666666668,13.909090909090908,11.878787878787879,6.848484848484849,3.727272727272727,17.87878787878788,33.0,1
Utah,1428,2015,71.6774193548387,24.35483870967742,50.74193548387097,7.709677419354839,19.193548387096776,15.258064516129032,21.741935483870968,9.225806451612904,25.580645161290324,14.064516129032258,11.225806451612904,5.806451612903226,5.096774193548387,16.967741935483872,31.0,1
Villanova,1437,2015,76.26470588235294,25.323529411764707,53.911764705882355,9.0,23.147058823529413,16.61764705882353,22.852941176470587,10.323529411764707,24.08823529411765,15.911764705882353,10.852941176470589,7.794117647058823,4.029411764705882,16.58823529411765,34.0,1
Xavier,1462,2015,73.55882352941177,26.029411764705884,55.0,6.294117647058823,18.029411764705884,15.205882352941176,20.970588235294116,10.0,24.823529411764707,16.38235294117647,12.088235294117647,6.088235294117647,2.8529411764705883,18.058823529411764,34.0,1
Dayton,1173,2015,68.21212121212122,22.727272727272727,49.09090909090909,6.454545454545454,18.333333333333332,16.303030303030305,23.90909090909091,7.424242424242424,24.12121212121212,13.818181818181818,11.484848484848484,6.96969696969697,2.5454545454545454,15.909090909090908,33.0,1
Duke,1181,2015,80.60606060606061,28.606060606060606,56.96969696969697,7.575757575757576,19.636363636363637,15.818181818181818,22.87878787878788,12.151515151515152,25.181818181818183,15.515151515151516,11.242424242424242,7.181818181818182,3.757575757575758,16.0,33.0,1
Gonzaga,1211,2015,78.21212121212122,28.21212121212121,54.36363636363637,7.121212121212121,17.454545454545453,14.666666666666666,21.272727272727273,10.121212121212121,27.545454545454547,16.21212121212121,10.606060606060606,6.0606060606060606,3.272727272727273,17.151515151515152,33.0,1
Iowa,1234,2015,69.40625,23.6875,55.5,5.65625,17.03125,16.375,21.96875,12.53125,25.15625,14.375,11.28125,6.59375,4.6875,15.875,32.0,1
Kansas,1242,2015,71.20588235294117,24.176470588235293,54.970588235294116,5.823529411764706,15.529411764705882,17.029411764705884,23.647058823529413,11.823529411764707,26.11764705882353,13.264705882352942,12.794117647058824,6.529411764705882,5.029411764705882,17.61764705882353,34.0,1
Louisville,1257,2015,69.21875,24.46875,57.09375,5.65625,18.59375,14.625,22.15625,12.90625,25.25,11.6875,11.8125,8.3125,5.5,17.71875,32.0,1
Maryland,1268,2015,69.48484848484848,22.454545454545453,51.303030303030305,7.303030303030303,19.606060606060606,17.272727272727273,22.818181818181817,9.151515151515152,25.90909090909091,10.909090909090908,12.030303030303031,4.848484848484849,4.212121212121212,16.545454545454547,33.0,1
Michigan St,1277,2015,71.88235294117646,26.5,56.23529411764706,7.529411764705882,19.5,11.352941176470589,17.941176470588236,11.470588235294118,26.205882352941178,17.11764705882353,11.617647058823529,5.323529411764706,4.5588235294117645,18.558823529411764,34.0,1
Northern Iowa,1320,2015,65.36363636363636,22.272727272727273,46.121212121212125,7.333333333333333,18.424242424242426,13.484848484848484,18.575757575757574,7.212121212121212,23.606060606060606,11.93939393939394,10.484848484848484,5.9393939393939394,2.484848484848485,14.363636363636363,33.0,1
Oklahoma,1328,2015,71.9375,25.5625,58.5625,6.75,19.65625,14.0625,19.125,10.96875,27.125,12.5,12.125,6.90625,5.03125,16.40625,32.0,1
Oregon,1332,2015,75.0,27.12121212121212,59.121212121212125,7.363636363636363,20.060606060606062,13.393939393939394,17.424242424242426,10.303030303030303,25.333333333333332,13.93939393939394,11.666666666666666,5.636363636363637,4.242424242424242,18.515151515151516,33.0,1
San Diego St,1361,2015,61.484848484848484,22.12121212121212,52.90909090909091,5.181818181818182,16.151515151515152,12.06060606060606,19.151515151515152,12.272727272727273,22.848484848484848,10.424242424242424,11.363636363636363,6.666666666666667,4.96969696969697,14.484848484848484,33.0,1
Virginia,1438,2015,65.34375,23.78125,51.375,5.0625,14.03125,12.71875,17.59375,10.28125,25.90625,12.90625,9.5,5.59375,4.28125,14.25,32.0,1
West Virginia,1452,2015,73.9375,25.40625,61.71875,6.65625,20.90625,16.46875,24.9375,16.84375,19.9375,14.53125,13.0625,10.9375,2.84375,23.34375,32.0,1
Wichita St,1455,2015,68.58064516129032,24.161290322580644,54.483870967741936,6.903225806451613,19.225806451612904,13.35483870967742,19.322580645161292,11.612903225806452,23.258064516129032,13.64516129032258,9.35483870967742,7.064516129032258,3.774193548387097,16.612903225806452,31.0,1
Wisconsin,1458,2015,71.88235294117646,25.294117647058822,52.73529411764706,6.970588235294118,19.5,14.323529411764707,18.764705882352942,9.470588235294118,24.205882352941178,12.705882352941176,7.411764705882353,4.529411764705882,3.5,12.029411764705882,34.0,1
Ark Little Rock,1114,2016,70.0,25.032258064516128,54.774193548387096,7.354838709677419,19.0,12.580645161290322,17.129032258064516,8.709677419354838,24.193548387096776,12.903225806451612,10.225806451612904,6.290322580645161,3.064516129032258,18.258064516129032,31.0,1
Butler,1139,2016,80.58064516129032,28.0,60.12903225806452,7.096774193548387,18.35483870967742,17.483870967741936,23.903225806451612,11.419354838709678,25.0,14.35483870967742,10.225806451612904,6.774193548387097,3.3548387096774195,19.903225806451612,31.0,1
Connecticut,1163,2016,73.41176470588235,26.470588235294116,57.61764705882353,7.029411764705882,19.41176470588235,13.441176470588236,17.08823529411765,9.470588235294118,27.058823529411764,13.852941176470589,11.117647058823529,5.705882352941177,5.029411764705882,18.0,34.0,1
Duke,1181,2016,81.45454545454545,27.424242424242426,59.75757575757576,9.272727272727273,23.96969696969697,17.333333333333332,24.0,12.242424242424242,24.09090909090909,13.484848484848484,9.878787878787879,6.393939393939394,4.181818181818182,16.636363636363637,33.0,1
Gonzaga,1211,2016,79.5,28.0,57.6875,7.78125,20.6875,15.71875,20.6875,10.46875,28.90625,13.875,11.34375,5.0,3.0,17.59375,32.0,1
Indiana,1231,2016,82.28125,29.1875,58.25,9.875,23.8125,14.03125,19.40625,12.03125,25.34375,15.96875,13.65625,6.9375,3.96875,18.1875,32.0,1
Iowa St,1235,2016,81.84375,31.1875,62.1875,8.28125,21.78125,11.1875,15.84375,9.09375,26.96875,16.53125,11.5625,6.15625,4.21875,15.53125,32.0,1
Kansas,1242,2016,80.3030303030303,28.151515151515152,57.60606060606061,8.121212121212121,19.242424242424242,15.878787878787879,22.484848484848484,10.545454545454545,26.78787878787879,15.454545454545455,12.545454545454545,6.757575757575758,4.0,18.90909090909091,33.0,1
Kentucky,1246,2016,79.67647058823529,28.558823529411764,59.6764705882353,6.9411764705882355,18.735294117647058,15.617647058823529,22.852941176470587,12.882352941176471,25.705882352941178,14.411764705882353,11.0,5.617647058823529,5.647058823529412,20.470588235294116,34.0,1
Miami FL,1274,2016,75.625,26.15625,54.875,6.84375,18.71875,16.46875,21.9375,9.6875,25.0625,12.8125,10.65625,6.0625,3.625,16.5625,32.0,1
North Carolina,1314,2016,82.26470588235294,30.794117647058822,64.32352941176471,5.382352941176471,17.147058823529413,15.294117647058824,20.735294117647058,14.029411764705882,26.941176470588236,18.11764705882353,10.911764705882353,6.882352941176471,4.382352941176471,17.91176470588235,34.0,1
Providence,1344,2016,73.96969696969697,25.242424242424242,59.81818181818182,7.090909090909091,22.09090909090909,16.393939393939394,22.545454545454547,11.666666666666666,24.90909090909091,15.909090909090908,11.515151515151516,6.636363636363637,3.606060606060606,16.90909090909091,33.0,1
Utah,1428,2016,76.48484848484848,26.848484848484848,55.484848484848484,7.515151515151516,20.848484848484848,15.272727272727273,21.303030303030305,9.515151515151516,27.333333333333332,15.272727272727273,12.151515151515152,5.2727272727272725,4.212121212121212,15.666666666666666,33.0,1
Virginia,1438,2016,70.36363636363636,25.727272727272727,52.81818181818182,6.0,14.818181818181818,12.909090909090908,17.12121212121212,8.969696969696969,22.90909090909091,14.333333333333334,9.393939393939394,5.484848484848484,2.9393939393939394,16.363636363636363,33.0,1
Wichita St,1455,2016,73.12903225806451,25.06451612903226,57.903225806451616,7.32258064516129,22.29032258064516,15.67741935483871,21.903225806451612,11.612903225806452,25.870967741935484,14.32258064516129,9.838709677419354,7.258064516129032,3.5806451612903225,20.225806451612904,31.0,1
Yale,1463,2016,74.48148148148148,26.185185185185187,56.03703703703704,6.407407407407407,17.25925925925926,15.703703703703704,23.555555555555557,13.481481481481481,26.814814814814813,15.074074074074074,13.481481481481481,5.592592592592593,4.518518518518518,17.962962962962962,27.0,1
Hawaii,1218,2016,77.13333333333334,25.933333333333334,56.46666666666667,7.333333333333333,22.366666666666667,17.933333333333334,26.133333333333333,10.433333333333334,26.933333333333334,15.633333333333333,13.166666666666666,7.733333333333333,3.9,20.466666666666665,30.0,1
Iowa,1234,2016,78.09677419354838,27.580645161290324,61.225806451612904,8.225806451612904,21.516129032258064,14.709677419354838,20.451612903225808,11.903225806451612,26.483870967741936,16.0,10.419354838709678,6.806451612903226,4.838709677419355,16.258064516129032,31.0,1
Maryland,1268,2016,75.53125,26.5,54.59375,7.75,20.625,14.78125,19.4375,9.21875,26.15625,14.0625,12.84375,5.75,5.375,16.625,32.0,1
MTSU,1292,2016,72.3225806451613,25.903225806451612,57.70967741935484,8.0,20.580645161290324,12.516129032258064,20.612903225806452,10.258064516129032,26.548387096774192,13.03225806451613,11.935483870967742,6.258064516129032,3.4838709677419355,20.451612903225808,31.0,1
Northern Iowa,1320,2016,67.54545454545455,23.363636363636363,51.42424242424242,8.090909090909092,21.757575757575758,12.727272727272727,16.87878787878788,5.363636363636363,24.333333333333332,11.848484848484848,9.696969696969697,5.787878787878788,2.6363636363636362,15.333333333333334,33.0,1
Notre Dame,1323,2016,75.71875,27.15625,57.625,7.34375,19.90625,14.0625,19.125,10.90625,25.15625,13.46875,9.71875,5.59375,3.90625,15.5,32.0,1
Oklahoma,1328,2016,80.40625,27.625,60.25,10.4375,24.5,14.71875,20.21875,10.71875,28.09375,14.53125,12.96875,6.90625,5.25,16.8125,32.0,1
Oregon,1332,2016,78.54545454545455,27.303030303030305,58.878787878787875,7.0,19.96969696969697,16.939393939393938,23.696969696969695,11.757575757575758,24.0,13.636363636363637,11.363636363636363,7.606060606060606,5.818181818181818,18.03030303030303,33.0,1
SF Austin,1372,2016,79.53571428571429,28.428571428571427,58.42857142857143,7.964285714285714,21.25,14.714285714285714,19.785714285714285,11.035714285714286,22.75,18.357142857142858,12.571428571428571,8.357142857142858,3.2857142857142856,20.928571428571427,28.0,1
St Joseph's PA,1386,2016,77.58823529411765,27.235294117647058,59.94117647058823,7.0,21.41176470588235,16.11764705882353,22.61764705882353,10.147058823529411,28.441176470588236,15.117647058823529,10.117647058823529,5.147058823529412,3.3823529411764706,16.029411764705884,34.0,1
Syracuse,1393,2016,70.21875,23.9375,56.125,8.75,24.25,13.59375,19.90625,11.8125,23.71875,14.0625,12.125,8.09375,4.0625,16.5625,32.0,1
Texas A&M,1401,2016,75.91176470588235,26.647058823529413,59.294117647058826,7.676470588235294,21.91176470588235,14.941176470588236,22.205882352941178,12.823529411764707,26.058823529411764,16.88235294117647,11.794117647058824,6.911764705882353,3.764705882352941,18.08823529411765,34.0,1
VCU,1433,2016,77.20588235294117,28.029411764705884,62.23529411764706,7.264705882352941,20.41176470588235,13.882352941176471,20.11764705882353,12.5,24.852941176470587,14.352941176470589,11.441176470588236,8.794117647058824,3.823529411764706,19.558823529411764,34.0,1
Villanova,1437,2016,76.97058823529412,26.61764705882353,56.94117647058823,8.558823529411764,24.91176470588235,15.176470588235293,19.529411764705884,9.264705882352942,26.352941176470587,16.147058823529413,11.117647058823529,6.735294117647059,3.411764705882353,17.529411764705884,34.0,1
Wisconsin,1458,2016,68.875,23.46875,54.625,6.59375,18.4375,15.34375,21.6875,11.4375,23.46875,11.59375,10.96875,5.875,3.1875,16.9375,32.0,1
Xavier,1462,2016,81.34375,27.375,60.5625,7.59375,21.0,19.0,26.0,13.0625,27.9375,16.375,12.75,7.3125,3.0625,20.1875,32.0,1
Arizona,1112,2017,76.26470588235294,26.205882352941178,55.088235294117645,6.735294117647059,16.941176470588236,17.11764705882353,22.58823529411765,10.294117647058824,26.470588235294116,13.794117647058824,11.441176470588236,5.5,3.235294117647059,16.970588235294116,34.0,1
Butler,1139,2017,76.29032258064517,26.806451612903224,56.12903225806452,7.645161290322581,21.032258064516128,15.03225806451613,20.322580645161292,8.774193548387096,23.258064516129032,13.193548387096774,10.161290322580646,6.225806451612903,2.806451612903226,18.93548387096774,31.0,1
Florida,1196,2017,78.28125,26.59375,59.15625,7.75,21.40625,17.34375,23.875,11.5625,25.78125,12.625,11.8125,7.5625,4.84375,18.59375,32.0,1
Florida St,1199,2017,82.45454545454545,29.757575757575758,61.57575757575758,6.878787878787879,19.303030303030305,16.060606060606062,23.21212121212121,11.787878787878787,25.939393939393938,14.696969696969697,11.818181818181818,7.363636363636363,5.090909090909091,19.424242424242426,33.0,1
Gonzaga,1211,2017,84.57575757575758,30.363636363636363,58.63636363636363,7.303030303030303,19.12121212121212,16.545454545454547,22.424242424242426,9.363636363636363,30.939393939393938,16.03030303030303,11.303030303030303,7.151515151515151,4.454545454545454,16.454545454545453,33.0,1
Iowa St,1235,2017,80.87878787878788,29.424242424242426,62.78787878787879,9.969696969696969,24.78787878787879,12.06060606060606,17.333333333333332,9.333333333333334,25.606060606060606,15.818181818181818,10.151515151515152,7.909090909090909,3.5757575757575757,15.969696969696969,33.0,1
MTSU,1292,2017,74.21212121212122,27.939393939393938,57.333333333333336,6.424242424242424,17.363636363636363,11.909090909090908,17.0,9.696969696969697,25.424242424242426,15.030303030303031,10.363636363636363,6.9393939393939394,2.8484848484848486,18.272727272727273,33.0,1
Northwestern,1321,2017,71.08823529411765,25.294117647058822,58.029411764705884,7.088235294117647,20.794117647058822,13.411764705882353,17.852941176470587,10.764705882352942,25.441176470588236,15.264705882352942,10.529411764705882,5.029411764705882,5.0,19.029411764705884,34.0,1
Notre Dame,1323,2017,78.0,27.558823529411764,59.794117647058826,9.411764705882353,24.41176470588235,13.470588235294118,16.852941176470587,9.323529411764707,24.441176470588236,16.0,9.441176470588236,7.176470588235294,3.764705882352941,14.852941176470589,34.0,1
Purdue,1345,2017,80.125,27.9375,58.25,9.0,22.15625,15.25,19.96875,9.84375,28.09375,18.125,13.09375,5.21875,2.5,15.75,32.0,1
St Mary's CA,1388,2017,72.0,26.3125,53.0625,8.8125,22.0625,10.5625,14.125,9.625,26.0,16.75,10.53125,4.15625,3.1875,14.75,32.0,1
Villanova,1437,2017,77.67647058823529,26.852941176470587,54.029411764705884,8.823529411764707,23.823529411764707,15.147058823529411,19.08823529411765,8.558823529411764,24.794117647058822,14.294117647058824,11.205882352941176,7.235294117647059,3.088235294117647,14.205882352941176,34.0,1
Virginia,1438,2017,66.59375,24.90625,53.65625,7.0,17.8125,9.78125,13.8125,8.8125,24.125,14.25,9.53125,5.65625,4.0625,16.25,32.0,1
West Virginia,1452,2017,81.97058823529412,29.0,63.3235294117647,7.5588235294117645,20.91176470588235,16.41176470588235,24.205882352941178,14.323529411764707,22.970588235294116,16.735294117647058,12.264705882352942,10.382352941176471,4.676470588235294,20.558823529411764,34.0,1
Wisconsin,1458,2017,71.94117647058823,26.205882352941178,58.0,7.5588235294117645,21.264705882352942,11.970588235294118,18.58823529411765,12.352941176470589,24.970588235294116,13.529411764705882,10.970588235294118,6.882352941176471,3.5588235294117645,15.735294117647058,34.0,1
Xavier,1462,2017,74.61764705882354,25.764705882352942,56.73529411764706,7.029411764705882,20.676470588235293,16.058823529411764,23.352941176470587,12.205882352941176,25.38235294117647,14.852941176470589,12.794117647058824,6.147058823529412,2.676470588235294,18.764705882352942,34.0,1
Arkansas,1116,2017,79.79411764705883,27.735294117647058,60.1764705882353,6.529411764705882,17.941176470588236,17.794117647058822,23.352941176470587,11.323529411764707,24.941176470588236,14.088235294117647,11.735294117647058,7.529411764705882,4.735294117647059,20.58823529411765,34.0,1
Baylor,1124,2017,71.61290322580645,25.774193548387096,55.225806451612904,6.612903225806452,18.70967741935484,13.451612903225806,18.903225806451612,12.67741935483871,24.93548387096774,15.483870967741936,13.419354838709678,5.129032258064516,4.870967741935484,17.677419354838708,31.0,1
Cincinnati,1153,2017,74.47058823529412,26.941176470588236,59.294117647058826,7.411764705882353,21.58823529411765,13.176470588235293,19.294117647058822,12.411764705882353,24.794117647058822,15.823529411764707,10.0,7.470588235294118,5.088235294117647,15.970588235294118,34.0,1
Duke,1181,2017,80.65714285714286,27.65714285714286,58.0,8.228571428571428,21.885714285714286,17.114285714285714,22.571428571428573,10.457142857142857,25.857142857142858,13.085714285714285,11.285714285714286,5.914285714285715,4.485714285714286,18.057142857142857,35.0,1
Kansas,1242,2017,82.71875,29.5625,60.71875,8.71875,21.53125,14.875,22.34375,12.03125,26.8125,16.28125,13.09375,6.9375,4.6875,18.125,32.0,1
Kentucky,1246,2017,85.94117647058823,30.176470588235293,63.294117647058826,7.0588235294117645,19.970588235294116,18.529411764705884,26.441176470588236,12.588235294117647,27.58823529411765,15.529411764705882,12.029411764705882,6.0588235294117645,5.294117647058823,19.294117647058822,34.0,1
Louisville,1257,2017,77.53125,27.90625,61.28125,7.125,19.875,14.59375,21.3125,13.3125,26.375,13.59375,11.15625,6.75,5.46875,19.46875,32.0,1
Michigan,1276,2017,74.8,26.285714285714285,54.42857142857143,9.371428571428572,24.571428571428573,12.857142857142858,16.6,7.514285714285714,21.885714285714286,13.8,9.428571428571429,5.942857142857143,2.7714285714285714,15.114285714285714,35.0,1
Michigan St,1277,2017,71.72727272727273,25.757575757575758,55.06060606060606,7.848484848484849,20.87878787878788,12.363636363636363,18.606060606060606,9.484848484848484,27.21212121212121,16.96969696969697,14.181818181818182,4.454545454545454,4.787878787878788,20.303030303030305,33.0,1
North Carolina,1314,2017,84.33333333333333,30.848484848484848,65.9090909090909,7.242424242424242,19.757575757575758,15.393939393939394,21.78787878787879,15.757575757575758,27.484848484848484,18.21212121212121,11.878787878787879,6.787878787878788,3.212121212121212,17.90909090909091,33.0,1
Oregon,1332,2017,78.66666666666667,27.96969696969697,58.06060606060606,8.606060606060606,22.727272727272727,14.121212121212121,20.0,10.272727272727273,25.636363636363637,16.333333333333332,11.727272727272727,6.545454545454546,6.545454545454546,16.303030303030305,33.0,1
Rhode Island,1348,2017,73.36363636363636,26.060606060606062,57.60606060606061,6.2727272727272725,18.454545454545453,14.969696969696969,22.78787878787879,11.878787878787879,25.545454545454547,13.424242424242424,11.212121212121213,6.363636363636363,6.090909090909091,20.87878787878788,33.0,1
South Carolina,1376,2017,71.48387096774194,24.258064516129032,59.064516129032256,6.645161290322581,19.903225806451612,16.322580645161292,23.612903225806452,12.516129032258064,23.483870967741936,12.419354838709678,13.419354838709678,7.903225806451613,3.6774193548387095,20.93548387096774,31.0,1
UCLA,1417,2017,90.36363636363636,33.72727272727273,64.96969696969697,9.909090909090908,24.454545454545453,13.0,17.454545454545453,9.757575757575758,29.454545454545453,21.484848484848484,11.545454545454545,6.121212121212121,5.393939393939394,16.454545454545453,33.0,1
USC,1425,2017,78.6969696969697,27.181818181818183,59.90909090909091,7.848484848484849,21.606060606060606,16.484848484848484,22.303030303030305,10.787878787878787,25.303030303030305,15.303030303030303,11.151515151515152,7.242424242424242,5.424242424242424,15.909090909090908,33.0,1
Wichita St,1455,2017,81.9090909090909,27.78787878787879,58.93939393939394,8.727272727272727,21.424242424242426,17.606060606060606,24.0,11.909090909090908,28.848484848484848,16.424242424242426,11.121212121212121,6.757575757575758,3.787878787878788,18.848484848484848,33.0,1
Alabama,1104,2018,72.3529411764706,25.294117647058822,55.205882352941174,6.382352941176471,19.676470588235293,15.382352941176471,22.88235294117647,10.029411764705882,26.264705882352942,12.529411764705882,14.147058823529411,6.411764705882353,5.470588235294118,19.0,34.0,1
Buffalo,1138,2018,84.6969696969697,30.696969696969695,64.78787878787878,9.636363636363637,25.90909090909091,13.666666666666666,19.636363636363637,12.030303030303031,26.818181818181817,16.757575757575758,12.393939393939394,6.212121212121212,4.333333333333333,21.151515151515152,33.0,1
Duke,1181,2018,84.6969696969697,30.545454545454547,61.93939393939394,8.303030303030303,21.96969696969697,15.303030303030303,21.606060606060606,13.545454545454545,28.333333333333332,17.515151515151516,12.606060606060606,7.515151515151516,5.363636363636363,15.636363636363637,33.0,1
Florida,1196,2018,76.0625,26.28125,60.53125,9.125,24.3125,14.375,20.0,10.78125,24.34375,12.96875,9.8125,6.90625,4.71875,17.25,32.0,1
Gonzaga,1211,2018,84.5,30.852941176470587,61.3235294117647,9.088235294117647,24.294117647058822,13.705882352941176,18.970588235294116,11.058823529411764,28.852941176470587,15.735294117647058,11.294117647058824,6.4411764705882355,3.7058823529411766,17.058823529411764,34.0,1
Houston,1222,2018,77.42424242424242,27.575757575757574,59.18181818181818,8.636363636363637,22.333333333333332,13.636363636363637,19.03030303030303,11.848484848484848,26.727272727272727,14.909090909090908,12.151515151515152,6.424242424242424,3.121212121212121,21.03030303030303,33.0,1
Kansas,1242,2018,81.5,30.11764705882353,60.529411764705884,10.147058823529411,25.205882352941178,11.117647058823529,15.882352941176471,9.558823529411764,25.647058823529413,17.0,11.676470588235293,6.617647058823529,4.176470588235294,15.294117647058824,34.0,1
Kentucky,1246,2018,76.73529411764706,27.058823529411764,57.588235294117645,5.4411764705882355,15.088235294117647,17.176470588235293,24.647058823529413,12.088235294117647,26.5,13.411764705882353,13.029411764705882,5.617647058823529,4.882352941176471,18.88235294117647,34.0,1
Loyola-Chicago,1260,2018,71.6875,26.0,51.34375,7.34375,18.34375,12.34375,17.03125,6.15625,25.71875,15.4375,12.375,6.65625,2.375,14.0,32.0,1
Michigan,1276,2018,73.6470588235294,26.647058823529413,57.23529411764706,8.970588235294118,24.705882352941178,11.382352941176471,17.323529411764707,8.647058823529411,24.676470588235293,14.588235294117647,9.176470588235293,6.176470588235294,3.088235294117647,15.705882352941176,34.0,1
Ohio St,1326,2018,75.8125,27.9375,57.5625,6.75,19.125,13.1875,18.15625,9.71875,26.90625,14.75,11.8125,6.03125,4.0,17.4375,32.0,1
Rhode Island,1348,2018,76.1875,28.09375,61.125,6.8125,19.46875,13.1875,18.65625,11.28125,23.125,15.28125,10.75,7.5,3.46875,19.0625,32.0,1
Seton Hall,1371,2018,79.0,28.5625,60.96875,7.28125,20.0,14.59375,21.0625,12.1875,26.0,15.8125,12.8125,6.28125,3.5,17.75,32.0,1
Tennessee,1397,2018,74.21212121212122,25.242424242424242,57.484848484848484,7.848484848484849,20.454545454545453,15.878787878787879,21.0,11.666666666666666,24.484848484848484,15.818181818181818,12.212121212121213,6.303030303030303,4.484848484848484,19.575757575757574,33.0,1
Texas Tech,1403,2018,75.24242424242425,26.151515151515152,56.36363636363637,7.03030303030303,19.21212121212121,15.909090909090908,22.696969696969695,11.0,24.939393939393938,14.424242424242424,12.545454545454545,7.393939393939394,4.2727272727272725,18.151515151515152,33.0,1
Villanova,1437,2018,87.05882352941177,31.029411764705884,61.529411764705884,11.411764705882353,28.676470588235293,13.588235294117647,17.61764705882353,9.382352941176471,26.205882352941178,16.676470588235293,10.352941176470589,6.676470588235294,3.9705882352941178,15.852941176470589,34.0,1
Auburn,1120,2018,83.375,27.125,61.78125,9.75,26.625,19.375,24.65625,12.125,26.03125,14.4375,12.25,7.4375,5.40625,19.875,32.0,1
Butler,1139,2018,79.12121212121212,29.21212121212121,61.84848484848485,8.181818181818182,23.0,12.515151515151516,16.242424242424242,9.212121212121213,24.78787878787879,14.0,11.181818181818182,6.7272727272727275,2.9393939393939394,18.242424242424242,33.0,1
Cincinnati,1153,2018,74.47058823529412,26.264705882352942,58.0,7.294117647058823,20.441176470588236,14.647058823529411,21.323529411764707,13.058823529411764,25.852941176470587,15.970588235294118,11.470588235294118,7.294117647058823,5.529411764705882,15.823529411764707,34.0,1
Clemson,1155,2018,73.28125,25.28125,55.8125,8.3125,22.6875,14.40625,19.03125,8.96875,26.5,13.1875,12.09375,5.6875,4.84375,16.0,32.0,1
Florida St,1199,2018,81.7741935483871,29.258064516129032,61.70967741935484,8.0,22.774193548387096,15.258064516129032,22.29032258064516,11.709677419354838,26.322580645161292,15.258064516129032,13.0,6.709677419354839,5.161290322580645,18.29032258064516,31.0,1
Kansas St,1243,2018,72.36363636363636,25.87878787878788,54.878787878787875,6.9393939393939394,20.181818181818183,13.666666666666666,18.393939393939394,8.181818181818182,22.393939393939394,14.333333333333334,11.454545454545455,7.787878787878788,3.0,18.393939393939394,33.0,1
